Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Karaoke Revolution Presents American Idol Encore,PS2,2008,Misc,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39,76,4,tbd,,Blitz Games,E
Sega Superstars Tennis,PS2,2008,Sports,Sega,0.1,0,0,0.28,0.38,70,9,8.3,4,Sumo Digital,E10+
Dora The Explorer: Dora Saves the Snow Princess,PS2,2008,Platform,Take-Two Interactive,0.19,0.15,0,0.05,0.38,,,tbd,,High Voltage Software,E
The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0,0.05,0.38,50,4,6,5,Edge of Reality,T
Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0.21,0,0,0.17,0.38,49,10,7.4,31,Artificial Mind and Movement,T
Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0,0,0.26,0.38,56,4,5.8,6,Toys for Bob,E
Tiger Woods PGA Tour 09,PS2,2008,Sports,Electronic Arts,0.16,0,0,0.21,0.37,,,4.3,11,EA Tiburon,E
Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48,17,7.9,37,Dimps Corporation,T
The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment,0.17,0.13,0,0.04,0.35,,,tbd,,Brash Entertainment,E10+
High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios,0.17,0.13,0,0.04,0.34,,,,,,
Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52,8,6.5,8,Omega Force,T
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.16,0.12,0,0.04,0.32,,,,,,
UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,0.03,0,0,0.28,0.32,,,,,,
Shaun White Snowboarding,PS2,2008,Sports,Ubisoft,0.15,0.12,0,0.04,0.31,,,tbd,,Ubisoft,E10+
Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,,,,,,
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,75,13,tbd,,SCEE London Studio,T
Hannah Montana: Spotlight World Tour,PS2,2008,Action,Disney Interactive Studios,0.12,0.02,0,0.14,0.28,,,tbd,,Avalanche Software,E
Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,
Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0,0.04,0.28,,,tbd,,Blitz Games,E10+
NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.14,0.11,0,0.04,0.28,55,4,tbd,,EA Canada,E
NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0,0.03,0.26,,,8.3,11,FUN Labs,E10+
Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0,0.16,0.26,,,tbd,,Avalanche Software,E10+
Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,0,0,0.25,0,0.25,,,,,,
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25,38,7,6.8,6,Eurocom Entertainment Software,T
Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25,43,7,5.4,14,"Koei, Omega Force",T
Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,0.12,0.09,0,0.03,0.25,,,,,,
Jikkyou Powerful Pro Yakyuu 15,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24,,,,,,
Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24,61,9,tbd,,Keen Games,E
Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.11,0.09,0,0.03,0.23,,,8.4,7,Blitz Games,E
TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.1,0,0,0.12,0.22,,,,,,
MotoGP 08,PS2,2008,Racing,Capcom,0.01,0,0,0.21,0.22,,,tbd,,Milestone S.r.l,E
J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22,,,,,,
Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.03,0.21,,,,,,
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21,69,4,4.1,16,"Treyarch, Shaba Games",E10+
Buzz! The Schools Quiz,PS2,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.19,0.2,,,,,,
PBR: Out of the Chute,PS2,2008,Sports,Crave Entertainment,0.1,0.08,0,0.03,0.2,,,,,,
Ford Racing Off Road,PS2,2008,Racing,Xplosiv,0.1,0.08,0,0.03,0.2,37,5,tbd,,Razorworks Studios,E
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70,12,8.2,17,Gust,T
SingStar Pop Vol.2,PS2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,,,,,,
SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.02,0.19,69,16,tbd,,SNK Playmore,T
Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,0.09,0.07,0,0.02,0.19,,,tbd,,Pixel Tales,E
Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0,0,0,0.18,0.18,,,tbd,,49Games,E
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18,,,9.2,5,FUN Labs,T
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0,0.02,0.18,56,16,8.3,27,Sonic Team,E
Pro Yaky? Spirits 5,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,,,,,,
Backyard NFL Football '09,PS2,2008,Sports,Atari,0.08,0.07,0,0.02,0.17,,,,,,
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0,0.02,0.17,,,,,,
The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,0.08,0.06,0,0.02,0.17,,,,,,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0,0,0.17,0,0.17,,,,,,
NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.17,,,tbd,,SCEA San Diego Studios,E
Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0,0.02,0.16,,,tbd,,Namco Bandai Games America,T
AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,0.08,0.06,0,0.02,0.16,,,tbd,,Harmonix Music Systems,T
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67,9,8.5,8,Konami,E
Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.07,0.06,0,0.02,0.15,,,tbd,,SNK Playmore,T
NHL 09,PS2,2008,Sports,Electronic Arts,0.07,0.06,0,0.02,0.15,,,7.6,7,EA Canada,E10+
History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.07,0.06,0,0.02,0.15,,,,,,
Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,0.07,0.06,0,0.02,0.15,,,6.5,4,2K Sports,E
Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0,0.02,0.14,68,4,tbd,,Razorworks Studios,E
Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0,0.02,0.14,,,tbd,,Capcom,M
Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0,0.02,0.14,65,11,8.2,9,Flight-Plan,T
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0,0,0.14,0,0.14,,,,,,
Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0,0,0.13,0,0.13,,,,,,
NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13,,,6.7,7,Visual Concepts,E10+
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0.07,0.05,0,0.02,0.13,79,23,8.7,26,Atlus Co.,M
Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0,0,0.13,0,0.13,,,,,,
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13,,,tbd,,Harmonix Music Systems,T
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,52,9,8.5,13,Omega Force,T
Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13,,,tbd,,Torus Games,E
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0,0,0.12,0,0.12,,,,,,
The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,,,,,,
Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.12,,,tbd,,Harmonix Music Systems,T
Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02,0.12,,,7,6,Eutechnyx,E
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.02,0.12,,,tbd,,Take-Two Interactive,E
Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0,0.02,0.12,,,6.6,7,Red Tribe,E10+
Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0,0.01,0.12,63,21,tbd,,High Voltage Software,T
Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.06,0.04,0,0.01,0.11,,,tbd,,Namco Bandai Games America,T
Monster Lab,PS2,2008,Role-Playing,Eidos Interactive,0.05,0.04,0,0.01,0.11,,,tbd,,Backbone Entertainment,E10+
Lucky * Star: Ryouou Gakuen Outousai,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,,,,,,
Winter Sports 2: The Next Challenge,PS2,2008,Sports,Conspiracy Entertainment,0.04,0.03,0,0.01,0.08,,,tbd,,Crave,E
Pac-Man Power Pack,PS2,2008,Misc,Namco Bandai Games,0.04,0.03,0,0.01,0.08,,,tbd,,Namco Bandai Games America,E
Mortal Kombat Kollection,PS2,2008,Fighting,Midway Games,0.04,0.03,0,0.01,0.08,,,tbd,,Midway,M
Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
Harukanaru Toki no Naka de 4,PS2,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07,,,,,,
Goosebumps HorrorLand,PS2,2008,Adventure,Scholastic Inc.,0.04,0.03,0,0.01,0.07,,,tbd,,Gusto Games,E10+
Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,0.07,,,4.2,5,Collision Studios,T
Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,70,21,7.4,59,Climax Group,M
Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0,0.01,0.07,,,,,,
Secret Service: Ultimate Sacrifice,PS2,2008,Action,Activision,0.03,0.03,0,0.01,0.07,,,,,,
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0,0.01,0.06,,,8,7,Arc System Works,T
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,47,10,5.4,24,Hydravision,M
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,0.06,0,0.06,,,,,,
KimiKiss (ebKore+),PS2,2008,Adventure,Enterbrain,0,0,0.06,0,0.06,,,,,,
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,
Sengoku Basara X,PS2,2008,Fighting,Capcom,0,0,0.05,0,0.05,,,,,,
Koihime Musou,PS2,2008,Adventure,Yeti,0,0,0.05,0,0.05,,,,,,
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0,0,0.05,0,0.05,,,,,,
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,0.04,,,,,,
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0,0,0.04,0,0.04,,,,,,
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04,,,,,,
PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0,0,0.04,,,tbd,,XS Games,T
Memories Off 6: T-Wave,PS2,2008,Adventure,5pb,0,0,0.04,0,0.04,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0,0,0.04,0,0.04,,,,,,
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
BeatMania IIDX 14 Gold,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Togainu no Chi: True Blood,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.03,0,0.03,,,,,,
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,Hackberry,0,0,0.03,0,0.03,,,,,,
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Hakuouki,PS2,2008,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0,0,0.03,0,0.03,,,,,,
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0,0,0.03,0,0.03,,,,,,
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,0.01,0.01,0,0,0.03,,,tbd,,Sandlot Games,E
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,0,0,0.03,0,0.03,,,,,,
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,Minato Station,0,0,0.02,0,0.02,,,,,,
D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
School Days LxH,PS2,2008,Adventure,Interchannel,0,0,0.02,0,0.02,,,,,,
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,0,0,0.02,0,0.02,,,,,,
Backyard Baseball '09,PS2,2008,Sports,Atari,0.01,0.01,0,0,0.02,,,tbd,,Humongous Entertainment,E
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0,0,0.02,0,0.02,,,,,,
Aoishiro,PS2,2008,Adventure,Success,0,0,0.02,0,0.02,,,,,,
Prism Ark: Awake,PS2,2008,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Iridium Runners,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02,57,12,tbd,,Playstos Entertainment,E
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Thunder Force VI,PS2,2008,Shooter,Sega,0,0,0.02,0,0.02,,,,,,
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,2008,Adventure,ASCII Media Works,0,0,0.02,0,0.02,,,,,,
Night Wizard the Video Game: Denial of the World,PS2,2008,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
SBK Superbike World Championship,PS2,2008,Racing,Black Bean Games,0.01,0.01,0,0,0.02,,,tbd,,Milestone S.r.l,E10+
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,,,,,,
NiGHTS into dreams...,PS2,2008,Platform,Sega,0,0,0.01,0,0.01,,,,,,
Totally Spies! Totally Party,PS2,2008,Misc,Ubisoft,0.01,0.01,0,0,0.01,,,,,,
Winning Post 7 Maximum 2008,PS2,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
Samurai Shodown Anthology (JP sales),PS2,2008,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,,,,,,
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,,,,,,
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft,0,0,0.01,0,0.01,,,,,,
H2O+: Footprints in the Sand,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,,,,,,
Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,,,,,,
Heart no Kuni no Alice,PS2,2008,Adventure,Prototype,0,0,0.01,0,0.01,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008,Misc,Paon,0,0,0.01,0,0.01,,,,,,
Naraku no Shiro,PS2,2008,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01,,,,,,
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,Adventure,Russel,0,0,0.01,0,0.01,,,,,,
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,
Kanokon: Esuii,PS2,2008,Adventure,5pb,0,0,0.01,0,0.01,,,,,,
Scarlett: Nichijou no Kyoukaisen,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,,,,,,
Real Rode,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,,,,,,
SCORE International Baja 1000: The Official Game,PS2,2008,Racing,Activision,0,0,0,0,0.01,,,,,,
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82,24,8.2,46,"Neversoft Entertainment, BudCat",T
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93,70,8.9,709,SCE Santa Monica,M
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,82,10,7.9,38,Konami,E
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,83,12,6.5,36,EA Canada,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3,73,24,9.2,173,"Spike, Namco Bandai Games",T
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57,78,11,7.8,17,EA Tiburon,E
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41,62,11,6.2,34,Black Box,E10+
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0,0.01,1.41,2.34,71,11,7.2,31,Yuke's,T
High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87,,,,,,
The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51,68,10,8.2,27,Electronic Arts,T
SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,1.44,73,13,7.5,8,SCEE London Studio,E10+
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,0.63,0.37,0,0.11,1.11,,,,,,
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0,0.15,1.11,69,50,6.3,31,Harmonix Music Systems,T
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75,37,7.9,67,Rockstar Leeds,M
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,25,8.6,19,SCEA,E
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50,14,6.5,28,Vicarious Visions,T
Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88,,,,,,
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,55,14,8.2,16,Omega Force,T
SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87,73,29,tbd,,SCEE,T
Ratatouille,PS2,2007,Action,THQ,0.31,0,0,0.53,0.85,65,9,8,11,Asobo Studio,E
Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0,0,0.74,0.84,,,7.6,14,High Voltage Software,E10+
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81,,,tbd,,Square Enix,T
Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70,10,tbd,,Konami,E10+
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79,83,6,8.3,23,EA Tiburon,E
Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0,0,0.61,0.78,,,,,,
NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,68,10,6.6,9,EA Canada,E
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0,0.09,0.66,65,6,6.6,17,Page 44 Studios,T
Naruto Shippuden: Ultimate Ninja 4,PS2,2007,Fighting,Atari,0.26,0.01,0.13,0.26,0.66,,,,,,
SingStar Pop Hits,PS2,2007,Misc,Sony Computer Entertainment,0,0.5,0,0.15,0.65,,,,,,
SingStar R&B,PS2,2007,Misc,Sony Computer Entertainment,0,0.05,0,0.6,0.65,,,,,,
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,89,25,8.3,296,Atlus Co.,M
NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08,0.6,72,7,6,9,Visual Concepts,E
Major League Baseball 2K7,PS2,2007,Sports,Spike,0.29,0.23,0,0.08,0.6,71,5,tbd,,Kush Games,E
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83,49,8.6,59,Vanilla Ware,T
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,63,9,8.6,7,EA Canada,E
Petz Dogz 2,PS2,2007,Simulation,Ubisoft,0.28,0.21,0,0.07,0.56,,,tbd,,Ubisoft,E
Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56,67,22,7.8,53,Rockstar London,M
The Golden Compass,PS2,2007,Action,Sega,0.13,0,0,0.39,0.52,46,10,5.2,6,Shiny Entertainment,E10+
The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51,71,4,4.8,4,Blue Castle Games,E
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0,0.07,0.5,,,8.2,29,Crystal Dynamics,T
Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0,0.06,0.5,,,tbd,,Blue Tongue,E
Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0,0.07,0.48,56,18,6.1,9,Amaze Entertainment,E10+
Bratz: The Movie,PS2,2007,Simulation,THQ,0.24,0.18,0,0.06,0.48,,,5,4,Blitz Games,E
Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0,0.06,0.46,,,8.9,9,Konami,M
SingStar Amped,PS2,2007,Misc,Sony Computer Entertainment,0.23,0.18,0,0.06,0.46,76,20,tbd,,SCEE London Studio,T
Super Robot Taisen OG: Original Generations,PS2,2007,Strategy,Banpresto,0,0,0.44,0,0.44,,,,,,
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06,0.44,,,tbd,,THQ,E
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,54,18,5.4,28,Krome Studios,E10+
Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,THQ,0.21,0.16,0,0.05,0.42,,,,,,
Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42,70,11,1.7,30,Frontier Developments,E10+
Pirates of the Caribbean: At World's End,PS2,2007,Action,Disney Interactive Studios,0.2,0.16,0,0.05,0.42,54,10,7,10,Eurocom Entertainment Software,T
Crash of the Titans,PS2,2007,Action,Vivendi Games,0.34,0.01,0,0.06,0.41,70,12,5.9,48,Radical Entertainment,E10+
Rogue Galaxy: Director's Cut,PS2,2007,Role-Playing,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,,,,,,
Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.2,0.15,0,0.05,0.4,,,tbd,,Eutechnyx,E
Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.2,0.15,0,0.05,0.4,,,tbd,,Point of View,E
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,0.19,0.15,0,0.05,0.39,36,7,6.4,17,7 Studios,T
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66,4,6.7,10,Juice Games,T
Tiger Woods PGA Tour 08,PS2,2007,Sports,Electronic Arts,0.19,0.15,0,0.05,0.39,65,10,tbd,,EA Salt Lake,E
Looney Tunes: Acme Arsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0,0.05,0.38,38,10,3.9,7,Red Tribe,E10+
SD Gundam G Generation Spirits,PS2,2007,Strategy,Namco Bandai Games,0,0,0.38,0,0.38,,,,,,
MX vs. ATV Untamed,PS2,2007,Racing,THQ,0.32,0.01,0,0.05,0.38,53,13,8.2,5,Rainbow Studios,E
